Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-44438,2024-06-21,2025-04-10,Same Day,CG-38685,Test-Customer-0,Consumer,United States,Houston,Illinois,10001,East,PROD-78153,Technology,Chairs,Product 0,509.79,7,0.1,364.44,71,2025-04-30 19:56:32,stream
2,TEST-21786,2024-12-28,2025-04-03,Same Day,CG-36579,Test-Customer-1,Home Office,United States,Chicago,Arizona,77001,Central,PROD-94263,Furniture,Phones,Product 1,373.0,4,0.3,470.73,71,2025-04-30 19:56:32,stream
3,TEST-34369,2024-06-20,2025-04-07,Same Day,CG-94474,Test-Customer-2,Corporate,United States,Chicago,California,90001,South,PROD-63088,Furniture,Storage,Product 2,214.79,4,0.2,135.0,71,2025-04-30 19:56:32,stream
4,TEST-61580,2024-06-21,2025-04-03,Second Class,CG-37814,Test-Customer-3,Corporate,United States,Phoenix,New York,77001,West,PROD-26721,Office Supplies,Phones,Product 3,479.1,8,0.5,80.3,71,2025-04-30 19:56:32,stream
5,TEST-95166,2024-10-21,2025-04-21,Second Class,CG-88460,Test-Customer-4,Home Office,United States,Houston,Illinois,60601,Central,PROD-55321,Technology,Storage,Product 4,33.37,3,0.5,419.04,71,2025-04-30 19:56:32,stream
6,TEST-41586,2024-10-11,2025-04-13,First Class,CG-88541,Test-Customer-5,Home Office,United States,Los Angeles,Arizona,90001,South,PROD-76860,Office Supplies,Storage,Product 5,775.41,2,0.1,485.6,71,2025-04-30 19:56:32,stream
7,TEST-63677,2025-02-16,2025-04-08,First Class,CG-89271,Test-Customer-6,Consumer,United States,Houston,Arizona,10001,Central,PROD-72849,Furniture,Phones,Product 6,533.54,9,0.5,382.38,71,2025-04-30 19:56:32,stream
8,TEST-47338,2024-08-31,2025-04-23,Standard Class,CG-48314,Test-Customer-7,Consumer,United States,Chicago,Arizona,60601,Central,PROD-38963,Technology,Binders,Product 7,459.38,9,0.5,122.57,71,2025-04-30 19:56:32,stream
9,TEST-49985,2024-09-07,2025-04-17,First Class,CG-42332,Test-Customer-8,Consumer,United States,Houston,Illinois,85001,South,PROD-65986,Office Supplies,Binders,Product 8,581.28,7,0.1,145.37,71,2025-04-30 19:56:32,stream
10,TEST-84554,2025-03-23,2025-04-01,Same Day,CG-98575,Test-Customer-9,Consumer,United States,Chicago,Illinois,90001,West,PROD-44623,Office Supplies,Storage,Product 9,255.36,7,0.5,103.83,71,2025-04-30 19:56:32,stream
