Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-40804,2024-10-20,2025-04-04,Standard Class,CG-96195,Test-Customer-0,Home Office,United States,New York,Illinois,77001,East,PROD-72036,Office Supplies,Binders,Product 0,294.99,9,0.5,484.88,46,2025-04-30 19:54:27,stream
2,TEST-85512,2024-12-29,2025-04-19,Second Class,CG-17880,Test-Customer-1,Corporate,United States,New York,Arizona,90001,South,PROD-51746,Office Supplies,Chairs,Product 1,894.11,4,0.5,58.5,46,2025-04-30 19:54:27,stream
3,TEST-57530,2024-12-30,2025-04-29,Second Class,CG-63792,Test-Customer-2,Corporate,United States,Phoenix,Texas,77001,East,PROD-60176,Furniture,Tables,Product 2,207.7,4,0.0,100.08,46,2025-04-30 19:54:27,stream
4,TEST-13702,2024-10-23,2025-04-30,Second Class,CG-24116,Test-Customer-3,Corporate,United States,Chicago,Arizona,85001,West,PROD-65521,Technology,Storage,Product 3,542.53,8,0.1,205.68,46,2025-04-30 19:54:27,stream
5,TEST-95115,2024-05-15,2025-04-19,First Class,CG-99994,Test-Customer-4,Corporate,United States,Phoenix,Illinois,60601,East,PROD-37140,Office Supplies,Storage,Product 4,515.7,6,0.2,90.97,46,2025-04-30 19:54:27,stream
6,TEST-25082,2024-10-16,2025-04-30,First Class,CG-49636,Test-Customer-5,Home Office,United States,New York,California,10001,Central,PROD-54361,Technology,Phones,Product 5,360.91,9,0.5,207.63,46,2025-04-30 19:54:27,stream
7,TEST-22792,2024-10-16,2025-04-27,Same Day,CG-84301,Test-Customer-6,Consumer,United States,Los Angeles,California,90001,South,PROD-78538,Office Supplies,Phones,Product 6,43.1,1,0.2,-76.29,46,2025-04-30 19:54:27,stream
8,TEST-10350,2024-07-28,2025-04-11,First Class,CG-17736,Test-Customer-7,Home Office,United States,Los Angeles,California,77001,West,PROD-88641,Office Supplies,Tables,Product 7,222.18,1,0.4,195.41,46,2025-04-30 19:54:27,stream
9,TEST-33663,2025-04-05,2025-04-19,First Class,CG-56854,Test-Customer-8,Consumer,United States,Phoenix,Texas,85001,East,PROD-52711,Furniture,Phones,Product 8,53.61,4,0.2,462.11,46,2025-04-30 19:54:27,stream
10,TEST-72586,2024-09-11,2025-04-22,Second Class,CG-57249,Test-Customer-9,Corporate,United States,New York,California,10001,East,PROD-16840,Furniture,Storage,Product 9,797.1,5,0.2,214.79,46,2025-04-30 19:54:27,stream
