Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-21242,2025-04-29,2025-04-15,Standard Class,CG-66938,Test-Customer-0,Corporate,United States,Phoenix,Arizona,60601,South,PROD-51257,Office Supplies,Binders,Product 0,368.41,9,0.3,309.16,45,2025-04-30 19:54:32,stream
2,TEST-62640,2025-01-10,2025-04-04,Second Class,CG-54465,Test-Customer-1,Consumer,United States,Phoenix,Arizona,90001,Central,PROD-12124,Technology,Storage,Product 1,589.81,7,0.1,13.54,45,2025-04-30 19:54:32,stream
3,TEST-75162,2024-11-11,2025-04-13,Second Class,CG-15577,Test-Customer-2,Corporate,United States,Phoenix,California,77001,East,PROD-90586,Office Supplies,Phones,Product 2,331.28,5,0.4,55.81,45,2025-04-30 19:54:32,stream
4,TEST-49658,2024-12-17,2025-04-19,Standard Class,CG-61387,Test-Customer-3,Corporate,United States,Chicago,Arizona,77001,East,PROD-78846,Furniture,Chairs,Product 3,293.88,1,0.3,155.49,45,2025-04-30 19:54:32,stream
5,TEST-43581,2024-09-22,2025-04-17,Same Day,CG-14337,Test-Customer-4,Corporate,United States,New York,California,90001,East,PROD-56704,Technology,Tables,Product 4,637.61,9,0.1,-45.47,45,2025-04-30 19:54:32,stream
6,TEST-87843,2025-04-22,2025-04-01,Standard Class,CG-89193,Test-Customer-5,Home Office,United States,Phoenix,Illinois,90001,Central,PROD-33534,Office Supplies,Binders,Product 5,175.12,8,0.5,387.02,45,2025-04-30 19:54:32,stream
7,TEST-65388,2024-08-19,2025-04-02,First Class,CG-29730,Test-Customer-6,Corporate,United States,Houston,Texas,85001,West,PROD-89513,Office Supplies,Chairs,Product 6,471.01,1,0.0,14.85,45,2025-04-30 19:54:32,stream
8,TEST-77032,2024-05-24,2025-04-29,Standard Class,CG-65756,Test-Customer-7,Home Office,United States,New York,Texas,60601,East,PROD-67005,Technology,Tables,Product 7,414.67,8,0.4,385.23,45,2025-04-30 19:54:32,stream
9,TEST-59789,2025-04-18,2025-04-01,Second Class,CG-64544,Test-Customer-8,Consumer,United States,New York,Illinois,10001,South,PROD-62676,Furniture,Phones,Product 8,962.11,4,0.1,216.51,45,2025-04-30 19:54:32,stream
10,TEST-67069,2025-01-16,2025-04-10,First Class,CG-58330,Test-Customer-9,Home Office,United States,Chicago,California,10001,Central,PROD-33308,Furniture,Chairs,Product 9,41.08,3,0.5,174.8,45,2025-04-30 19:54:32,stream
