Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-14556,2024-08-26,2025-04-01,Second Class,CG-63627,Test-Customer-0,Home Office,United States,Los Angeles,California,60601,West,PROD-48637,Technology,Binders,Product 0,137.95,1,0.1,-1.02,39,2025-04-30 19:53:52,stream
2,TEST-61497,2024-07-28,2025-04-11,First Class,CG-13595,Test-Customer-1,Consumer,United States,Los Angeles,Illinois,10001,South,PROD-63674,Technology,Binders,Product 1,269.53,5,0.1,497.3,39,2025-04-30 19:53:52,stream
3,TEST-70840,2025-02-03,2025-04-18,First Class,CG-96186,Test-Customer-2,Consumer,United States,New York,Arizona,10001,East,PROD-75852,Furniture,Chairs,Product 2,652.02,9,0.4,7.42,39,2025-04-30 19:53:52,stream
4,TEST-58149,2024-05-13,2025-04-24,Standard Class,CG-71628,Test-Customer-3,Home Office,United States,Phoenix,California,60601,West,PROD-27444,Furniture,Binders,Product 3,383.06,9,0.4,-4.27,39,2025-04-30 19:53:52,stream
5,TEST-42125,2025-04-16,2025-04-13,Same Day,CG-35561,Test-Customer-4,Corporate,United States,Chicago,New York,10001,East,PROD-99531,Furniture,Binders,Product 4,343.77,8,0.2,24.54,39,2025-04-30 19:53:52,stream
6,TEST-53467,2025-01-19,2025-04-18,First Class,CG-16709,Test-Customer-5,Home Office,United States,Los Angeles,Arizona,90001,Central,PROD-10147,Office Supplies,Phones,Product 5,799.12,7,0.2,105.17,39,2025-04-30 19:53:52,stream
7,TEST-83856,2025-03-18,2025-04-14,Second Class,CG-82358,Test-Customer-6,Corporate,United States,Houston,Texas,77001,South,PROD-81945,Technology,Tables,Product 6,80.28,5,0.3,439.27,39,2025-04-30 19:53:52,stream
8,TEST-47323,2024-09-25,2025-04-04,Same Day,CG-49055,Test-Customer-7,Home Office,United States,Los Angeles,New York,77001,West,PROD-79212,Office Supplies,Phones,Product 7,353.74,4,0.1,55.15,39,2025-04-30 19:53:52,stream
9,TEST-39087,2025-02-11,2025-04-05,First Class,CG-15918,Test-Customer-8,Home Office,United States,Los Angeles,Illinois,10001,East,PROD-26219,Furniture,Phones,Product 8,312.24,1,0.4,144.12,39,2025-04-30 19:53:52,stream
10,TEST-47271,2025-01-06,2025-04-19,Same Day,CG-17179,Test-Customer-9,Home Office,United States,Los Angeles,Arizona,10001,West,PROD-50349,Furniture,Storage,Product 9,278.22,6,0.5,173.38,39,2025-04-30 19:53:52,stream
