Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-74533,2024-06-15,2025-04-20,Standard Class,CG-18301,Test-Customer-0,Corporate,United States,Los Angeles,Arizona,85001,West,PROD-41424,Furniture,Storage,Product 0,277.85,9,0.4,270.11,43,2025-04-30 19:54:12,stream
2,TEST-43811,2024-07-20,2025-04-09,Second Class,CG-44118,Test-Customer-1,Consumer,United States,Houston,California,90001,West,PROD-96889,Technology,Storage,Product 1,712.81,6,0.2,314.64,43,2025-04-30 19:54:12,stream
3,TEST-89642,2024-09-07,2025-04-13,Second Class,CG-36764,Test-Customer-2,Corporate,United States,New York,Arizona,60601,Central,PROD-42362,Office Supplies,Phones,Product 2,205.05,3,0.3,-28.92,43,2025-04-30 19:54:12,stream
4,TEST-69502,2025-02-11,2025-04-03,Same Day,CG-12008,Test-Customer-3,Home Office,United States,Chicago,California,85001,Central,PROD-44815,Office Supplies,Tables,Product 3,939.4,1,0.0,390.25,43,2025-04-30 19:54:12,stream
5,TEST-41588,2024-10-27,2025-04-07,Second Class,CG-20175,Test-Customer-4,Home Office,United States,Chicago,California,90001,Central,PROD-98732,Furniture,Storage,Product 4,535.05,2,0.4,-76.51,43,2025-04-30 19:54:12,stream
6,TEST-54639,2025-02-03,2025-04-04,Standard Class,CG-93097,Test-Customer-5,Corporate,United States,Los Angeles,Texas,90001,South,PROD-95477,Technology,Chairs,Product 5,856.16,7,0.5,39.03,43,2025-04-30 19:54:12,stream
7,TEST-73028,2024-11-22,2025-04-01,Standard Class,CG-83099,Test-Customer-6,Consumer,United States,Chicago,California,10001,East,PROD-37371,Technology,Chairs,Product 6,627.25,1,0.4,383.04,43,2025-04-30 19:54:12,stream
8,TEST-50229,2024-10-09,2025-04-01,Second Class,CG-55085,Test-Customer-7,Consumer,United States,Chicago,Texas,90001,South,PROD-10007,Technology,Phones,Product 7,676.57,2,0.5,48.84,43,2025-04-30 19:54:12,stream
9,TEST-30734,2024-06-17,2025-04-18,Standard Class,CG-32595,Test-Customer-8,Home Office,United States,New York,Texas,77001,South,PROD-72075,Furniture,Chairs,Product 8,351.99,8,0.0,-97.62,43,2025-04-30 19:54:12,stream
10,TEST-34491,2025-02-13,2025-04-23,Same Day,CG-48223,Test-Customer-9,Home Office,United States,Houston,Illinois,10001,West,PROD-56984,Office Supplies,Storage,Product 9,512.8,9,0.3,361.48,43,2025-04-30 19:54:12,stream
