Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-32400,2024-12-23,2025-04-24,Same Day,CG-84597,Test-Customer-0,Corporate,United States,Chicago,California,10001,Central,PROD-83449,Office Supplies,Chairs,Product 0,821.19,9,0.3,368.37,76,2025-04-30 19:56:57,stream
2,TEST-19492,2024-06-05,2025-04-22,Same Day,CG-62664,Test-Customer-1,Consumer,United States,Chicago,Illinois,85001,East,PROD-60576,Technology,Storage,Product 1,46.85,2,0.5,168.43,76,2025-04-30 19:56:57,stream
3,TEST-31843,2024-08-22,2025-04-29,Standard Class,CG-32106,Test-Customer-2,Consumer,United States,Phoenix,California,10001,Central,PROD-73008,Furniture,Chairs,Product 2,559.29,6,0.2,-81.29,76,2025-04-30 19:56:57,stream
4,TEST-25021,2024-06-13,2025-04-24,Standard Class,CG-25192,Test-Customer-3,Home Office,United States,Chicago,Illinois,60601,East,PROD-74308,Office Supplies,Phones,Product 3,114.15,3,0.2,263.72,76,2025-04-30 19:56:57,stream
5,TEST-95646,2024-08-18,2025-04-30,Second Class,CG-67799,Test-Customer-4,Corporate,United States,Chicago,California,77001,South,PROD-77122,Furniture,Storage,Product 4,71.12,4,0.0,308.93,76,2025-04-30 19:56:57,stream
6,TEST-85913,2024-06-29,2025-04-16,Standard Class,CG-73305,Test-Customer-5,Corporate,United States,New York,California,90001,West,PROD-16138,Office Supplies,Chairs,Product 5,567.21,6,0.3,-90.71,76,2025-04-30 19:56:57,stream
7,TEST-40408,2024-12-17,2025-04-24,Standard Class,CG-58459,Test-Customer-6,Home Office,United States,Los Angeles,Arizona,60601,South,PROD-54945,Technology,Phones,Product 6,383.78,4,0.1,-16.69,76,2025-04-30 19:56:57,stream
8,TEST-23575,2025-02-11,2025-04-18,Second Class,CG-90525,Test-Customer-7,Home Office,United States,Houston,New York,85001,West,PROD-20983,Office Supplies,Storage,Product 7,672.8,1,0.5,451.66,76,2025-04-30 19:56:57,stream
9,TEST-83524,2024-08-27,2025-04-17,Same Day,CG-58314,Test-Customer-8,Consumer,United States,Los Angeles,Arizona,10001,West,PROD-60246,Office Supplies,Phones,Product 8,655.05,8,0.0,-44.79,76,2025-04-30 19:56:57,stream
10,TEST-49254,2025-04-30,2025-04-30,First Class,CG-45429,Test-Customer-9,Corporate,United States,Houston,New York,60601,Central,PROD-78308,Furniture,Storage,Product 9,630.37,1,0.2,44.14,76,2025-04-30 19:56:57,stream
