Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-27412,2024-12-20,2025-04-25,First Class,CG-20481,Test-Customer-0,Home Office,United States,Houston,California,60601,Central,PROD-11294,Office Supplies,Chairs,Product 0,790.48,9,0.4,294.01,44,2025-04-30 19:54:27,stream
2,TEST-66654,2025-02-28,2025-04-20,First Class,CG-56812,Test-Customer-1,Home Office,United States,Houston,Arizona,60601,West,PROD-55429,Furniture,Storage,Product 1,240.42,2,0.0,157.52,44,2025-04-30 19:54:27,stream
3,TEST-43097,2024-08-29,2025-04-02,First Class,CG-68316,Test-Customer-2,Consumer,United States,Phoenix,Illinois,10001,West,PROD-72346,Office Supplies,Binders,Product 2,889.58,7,0.5,77.47,44,2025-04-30 19:54:27,stream
4,TEST-82979,2025-04-26,2025-04-15,Standard Class,CG-39317,Test-Customer-3,Corporate,United States,Chicago,Illinois,85001,East,PROD-50011,Technology,Tables,Product 3,741.35,5,0.0,134.89,44,2025-04-30 19:54:27,stream
5,TEST-72917,2024-07-14,2025-04-12,First Class,CG-82217,Test-Customer-4,Home Office,United States,Los Angeles,Illinois,10001,South,PROD-46300,Furniture,Tables,Product 4,667.34,8,0.0,312.02,44,2025-04-30 19:54:27,stream
6,TEST-91599,2024-10-21,2025-04-12,Standard Class,CG-32947,Test-Customer-5,Consumer,United States,New York,California,85001,East,PROD-57929,Technology,Storage,Product 5,508.46,5,0.1,205.61,44,2025-04-30 19:54:27,stream
7,TEST-17493,2024-05-09,2025-04-28,Second Class,CG-18416,Test-Customer-6,Consumer,United States,New York,Arizona,10001,West,PROD-36072,Office Supplies,Binders,Product 6,449.96,3,0.4,114.02,44,2025-04-30 19:54:27,stream
8,TEST-10874,2025-02-21,2025-04-22,Standard Class,CG-22719,Test-Customer-7,Corporate,United States,Phoenix,Illinois,77001,Central,PROD-10308,Furniture,Tables,Product 7,444.04,9,0.2,236.47,44,2025-04-30 19:54:27,stream
9,TEST-68489,2024-08-20,2025-04-29,First Class,CG-87328,Test-Customer-8,Corporate,United States,Houston,Arizona,77001,Central,PROD-77600,Office Supplies,Tables,Product 8,362.78,5,0.3,46.5,44,2025-04-30 19:54:27,stream
10,TEST-98992,2024-10-01,2025-04-05,Standard Class,CG-63225,Test-Customer-9,Corporate,United States,Phoenix,California,77001,Central,PROD-58743,Technology,Chairs,Product 9,114.54,2,0.1,276.86,44,2025-04-30 19:54:27,stream
