Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-89787,2024-05-28,2025-04-26,First Class,CG-16297,Test-Customer-0,Corporate,United States,New York,New York,85001,East,PROD-55588,Furniture,Storage,Product 0,936.67,9,0.4,472.32,1,2025-04-30 19:50:41,stream
2,TEST-66127,2024-11-21,2025-04-04,Second Class,CG-54926,Test-Customer-1,Consumer,United States,New York,Texas,10001,South,PROD-64760,Technology,Storage,Product 1,451.87,7,0.2,8.43,1,2025-04-30 19:50:41,stream
3,TEST-11574,2024-07-25,2025-04-24,Second Class,CG-15243,Test-Customer-2,Corporate,United States,Phoenix,New York,77001,West,PROD-36425,Furniture,Binders,Product 2,930.61,1,0.5,302.11,1,2025-04-30 19:50:41,stream
4,TEST-47201,2024-06-22,2025-04-10,Same Day,CG-59430,Test-Customer-3,Consumer,United States,Chicago,California,90001,South,PROD-75303,Technology,Tables,Product 3,825.78,1,0.2,451.33,1,2025-04-30 19:50:41,stream
5,TEST-60114,2024-09-27,2025-04-22,Second Class,CG-21744,Test-Customer-4,Home Office,United States,Phoenix,Arizona,85001,East,PROD-91819,Technology,Tables,Product 4,42.59,4,0.2,21.4,1,2025-04-30 19:50:41,stream
6,TEST-40092,2024-10-15,2025-04-24,Standard Class,CG-62751,Test-Customer-5,Home Office,United States,Phoenix,Texas,90001,South,PROD-39334,Technology,Binders,Product 5,870.25,7,0.2,438.49,1,2025-04-30 19:50:41,stream
7,TEST-77223,2024-12-25,2025-04-09,First Class,CG-80378,Test-Customer-6,Corporate,United States,Houston,Texas,60601,Central,PROD-73856,Furniture,Chairs,Product 6,826.27,1,0.2,176.86,1,2025-04-30 19:50:41,stream
8,TEST-43142,2024-12-29,2025-04-19,Second Class,CG-50326,Test-Customer-7,Home Office,United States,Los Angeles,Arizona,77001,West,PROD-83933,Furniture,Tables,Product 7,766.39,2,0.4,481.24,1,2025-04-30 19:50:41,stream
9,TEST-50399,2025-01-09,2025-04-06,Same Day,CG-39731,Test-Customer-8,Home Office,United States,Houston,Arizona,10001,Central,PROD-81054,Furniture,Chairs,Product 8,750.61,1,0.3,233.03,1,2025-04-30 19:50:41,stream
10,TEST-43852,2025-03-20,2025-04-27,Standard Class,CG-87496,Test-Customer-9,Consumer,United States,Chicago,Arizona,77001,East,PROD-45866,Technology,Binders,Product 9,541.82,3,0.5,488.9,1,2025-04-30 19:50:41,stream
