Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-91752,2024-05-05,2025-04-23,Standard Class,CG-62795,Test-Customer-0,Corporate,United States,New York,Arizona,60601,Central,PROD-46288,Technology,Tables,Product 0,817.78,9,0.4,354.68,28,2025-04-30 19:53:07,stream
2,TEST-66911,2024-12-30,2025-04-08,First Class,CG-50955,Test-Customer-1,Consumer,United States,Chicago,Illinois,77001,East,PROD-59927,Office Supplies,Tables,Product 1,112.45,4,0.0,-84.87,28,2025-04-30 19:53:07,stream
3,TEST-66784,2024-05-07,2025-04-05,First Class,CG-75898,Test-Customer-2,Consumer,United States,New York,New York,77001,South,PROD-92617,Furniture,Binders,Product 2,970.13,2,0.0,53.98,28,2025-04-30 19:53:07,stream
4,TEST-74144,2024-11-18,2025-04-19,First Class,CG-90058,Test-Customer-3,Home Office,United States,Houston,New York,85001,West,PROD-21569,Furniture,Binders,Product 3,486.04,3,0.3,205.16,28,2025-04-30 19:53:07,stream
5,TEST-89305,2024-12-17,2025-04-20,First Class,CG-72632,Test-Customer-4,Home Office,United States,Los Angeles,California,77001,Central,PROD-26511,Technology,Phones,Product 4,517.79,5,0.0,419.73,28,2025-04-30 19:53:07,stream
6,TEST-60446,2025-03-24,2025-04-29,Standard Class,CG-50879,Test-Customer-5,Home Office,United States,Chicago,Illinois,90001,South,PROD-13756,Technology,Chairs,Product 5,936.32,5,0.4,353.61,28,2025-04-30 19:53:07,stream
7,TEST-46315,2024-05-11,2025-04-22,First Class,CG-54715,Test-Customer-6,Consumer,United States,Chicago,Texas,90001,Central,PROD-14550,Technology,Binders,Product 6,801.11,9,0.3,-72.4,28,2025-04-30 19:53:07,stream
8,TEST-30062,2025-03-02,2025-04-28,First Class,CG-93250,Test-Customer-7,Corporate,United States,Chicago,Illinois,77001,West,PROD-65299,Technology,Tables,Product 7,102.08,6,0.0,435.38,28,2025-04-30 19:53:07,stream
9,TEST-74421,2024-06-14,2025-04-18,Standard Class,CG-33718,Test-Customer-8,Consumer,United States,Los Angeles,Texas,85001,West,PROD-52903,Office Supplies,Binders,Product 8,210.5,9,0.3,134.31,28,2025-04-30 19:53:07,stream
10,TEST-58711,2024-09-07,2025-04-30,Same Day,CG-37943,Test-Customer-9,Home Office,United States,New York,Illinois,60601,West,PROD-91287,Technology,Chairs,Product 9,97.49,4,0.5,470.83,28,2025-04-30 19:53:07,stream
