Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-10423,2025-04-14,2025-04-14,Standard Class,CG-16909,Test-Customer-0,Home Office,United States,Los Angeles,California,90001,East,PROD-30421,Office Supplies,Tables,Product 0,981.87,6,0.1,-64.98,12,2025-04-30 19:51:36,stream
2,TEST-19551,2024-10-31,2025-04-26,First Class,CG-27106,Test-Customer-1,Corporate,United States,Phoenix,Texas,10001,South,PROD-31093,Office Supplies,Storage,Product 1,236.16,8,0.4,135.36,12,2025-04-30 19:51:36,stream
3,TEST-81349,2024-09-16,2025-04-14,Standard Class,CG-73576,Test-Customer-2,Consumer,United States,Houston,Arizona,60601,West,PROD-12987,Office Supplies,Binders,Product 2,297.61,7,0.0,53.42,12,2025-04-30 19:51:36,stream
4,TEST-64670,2024-07-11,2025-04-09,Standard Class,CG-54535,Test-Customer-3,Corporate,United States,Chicago,Texas,85001,South,PROD-95420,Technology,Tables,Product 3,133.34,1,0.2,109.02,12,2025-04-30 19:51:36,stream
5,TEST-66648,2024-06-23,2025-04-16,Second Class,CG-34310,Test-Customer-4,Home Office,United States,Houston,New York,85001,West,PROD-88865,Furniture,Storage,Product 4,626.86,8,0.0,140.23,12,2025-04-30 19:51:36,stream
6,TEST-61486,2025-01-31,2025-04-29,Second Class,CG-24927,Test-Customer-5,Consumer,United States,Chicago,Illinois,90001,Central,PROD-52111,Technology,Storage,Product 5,796.86,3,0.3,-25.02,12,2025-04-30 19:51:36,stream
7,TEST-18168,2025-01-26,2025-04-25,Standard Class,CG-62082,Test-Customer-6,Corporate,United States,New York,Texas,60601,South,PROD-96076,Technology,Tables,Product 6,361.72,8,0.1,420.07,12,2025-04-30 19:51:36,stream
8,TEST-27499,2024-09-29,2025-04-28,Second Class,CG-44732,Test-Customer-7,Consumer,United States,Phoenix,New York,85001,Central,PROD-59861,Furniture,Phones,Product 7,108.08,3,0.3,142.0,12,2025-04-30 19:51:36,stream
9,TEST-72588,2024-09-30,2025-04-10,First Class,CG-26894,Test-Customer-8,Consumer,United States,Los Angeles,Illinois,60601,Central,PROD-20900,Technology,Storage,Product 8,509.07,8,0.1,415.32,12,2025-04-30 19:51:36,stream
10,TEST-82273,2024-08-31,2025-04-09,Second Class,CG-75072,Test-Customer-9,Corporate,United States,New York,New York,85001,South,PROD-30607,Office Supplies,Storage,Product 9,635.06,3,0.4,-41.54,12,2025-04-30 19:51:36,stream
