Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-67106,2024-12-05,2025-04-05,Standard Class,CG-20282,Test-Customer-0,Home Office,United States,Chicago,Texas,90001,East,PROD-47708,Furniture,Tables,Product 0,933.91,3,0.2,-72.14,63,2025-04-30 19:56:02,stream
2,TEST-23497,2024-08-12,2025-04-07,First Class,CG-74619,Test-Customer-1,Consumer,United States,Houston,California,60601,South,PROD-94431,Furniture,Tables,Product 1,853.54,2,0.4,-3.08,63,2025-04-30 19:56:02,stream
3,TEST-36105,2025-03-08,2025-04-13,Standard Class,CG-56654,Test-Customer-2,Home Office,United States,Chicago,New York,77001,West,PROD-35234,Technology,Tables,Product 2,419.36,2,0.5,136.09,63,2025-04-30 19:56:02,stream
4,TEST-75854,2024-09-13,2025-04-27,Second Class,CG-61994,Test-Customer-3,Consumer,United States,New York,Arizona,10001,Central,PROD-54403,Office Supplies,Phones,Product 3,180.75,5,0.0,142.37,63,2025-04-30 19:56:02,stream
5,TEST-25613,2025-04-09,2025-04-21,Standard Class,CG-60187,Test-Customer-4,Consumer,United States,Houston,Arizona,90001,Central,PROD-13882,Furniture,Storage,Product 4,251.27,2,0.1,380.5,63,2025-04-30 19:56:02,stream
6,TEST-85800,2025-03-21,2025-04-07,First Class,CG-29526,Test-Customer-5,Corporate,United States,Houston,Illinois,60601,East,PROD-44151,Office Supplies,Phones,Product 5,627.48,1,0.2,364.38,63,2025-04-30 19:56:02,stream
7,TEST-80123,2024-12-25,2025-04-26,Standard Class,CG-65603,Test-Customer-6,Home Office,United States,Los Angeles,Illinois,77001,Central,PROD-87135,Technology,Tables,Product 6,428.49,4,0.0,68.96,63,2025-04-30 19:56:02,stream
8,TEST-77528,2024-10-23,2025-04-15,Same Day,CG-77710,Test-Customer-7,Consumer,United States,Los Angeles,California,90001,South,PROD-40809,Office Supplies,Storage,Product 7,166.53,8,0.0,415.83,63,2025-04-30 19:56:02,stream
9,TEST-97268,2025-04-07,2025-04-24,Same Day,CG-48810,Test-Customer-8,Home Office,United States,Chicago,Arizona,85001,East,PROD-99461,Office Supplies,Phones,Product 8,346.28,3,0.4,-61.71,63,2025-04-30 19:56:02,stream
10,TEST-78096,2024-10-24,2025-04-23,First Class,CG-20097,Test-Customer-9,Home Office,United States,Phoenix,New York,85001,Central,PROD-66258,Furniture,Storage,Product 9,194.75,9,0.0,327.7,63,2025-04-30 19:56:02,stream
