Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-61416,2025-03-10,2025-04-28,Same Day,CG-15662,Test-Customer-0,Corporate,United States,Chicago,New York,90001,West,PROD-55999,Office Supplies,Tables,Product 0,313.85,4,0.4,308.63,40,2025-04-30 19:54:07,stream
2,TEST-73337,2025-03-31,2025-04-03,First Class,CG-58158,Test-Customer-1,Consumer,United States,Houston,Illinois,10001,East,PROD-63234,Technology,Binders,Product 1,206.19,8,0.4,499.1,40,2025-04-30 19:54:07,stream
3,TEST-14311,2024-07-25,2025-04-10,First Class,CG-41187,Test-Customer-2,Home Office,United States,New York,Arizona,60601,Central,PROD-66360,Office Supplies,Tables,Product 2,504.84,9,0.1,-95.31,40,2025-04-30 19:54:07,stream
4,TEST-12778,2025-04-25,2025-04-07,First Class,CG-53557,Test-Customer-3,Consumer,United States,New York,New York,90001,West,PROD-32480,Technology,Phones,Product 3,685.5,5,0.4,33.07,40,2025-04-30 19:54:07,stream
5,TEST-78077,2024-12-14,2025-04-29,First Class,CG-11610,Test-Customer-4,Home Office,United States,Chicago,Illinois,85001,West,PROD-29806,Furniture,Binders,Product 4,795.21,2,0.4,-78.19,40,2025-04-30 19:54:07,stream
6,TEST-34618,2024-05-29,2025-04-04,Same Day,CG-56111,Test-Customer-5,Home Office,United States,Houston,California,85001,East,PROD-37459,Office Supplies,Binders,Product 5,259.64,6,0.0,194.24,40,2025-04-30 19:54:07,stream
7,TEST-62428,2024-11-26,2025-04-03,Second Class,CG-49280,Test-Customer-6,Consumer,United States,New York,Arizona,90001,West,PROD-28822,Office Supplies,Binders,Product 6,707.56,8,0.2,155.16,40,2025-04-30 19:54:07,stream
8,TEST-75890,2024-12-04,2025-04-21,First Class,CG-30195,Test-Customer-7,Consumer,United States,Chicago,Illinois,60601,South,PROD-45271,Office Supplies,Storage,Product 7,89.56,3,0.1,207.0,40,2025-04-30 19:54:07,stream
9,TEST-31723,2025-03-15,2025-04-26,Same Day,CG-75920,Test-Customer-8,Home Office,United States,Phoenix,Texas,85001,West,PROD-95372,Technology,Storage,Product 8,964.76,7,0.5,479.86,40,2025-04-30 19:54:07,stream
10,TEST-69092,2025-04-27,2025-04-10,Standard Class,CG-24306,Test-Customer-9,Corporate,United States,Chicago,Texas,10001,South,PROD-68228,Furniture,Chairs,Product 9,564.99,8,0.4,150.0,40,2025-04-30 19:54:07,stream
