Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-19585,2025-04-05,2025-04-24,Same Day,CG-31176,Test-Customer-0,Home Office,United States,Chicago,Texas,85001,Central,PROD-78382,Furniture,Storage,Product 0,19.79,2,0.3,-19.1,47,2025-04-30 19:54:42,stream
2,TEST-25362,2025-04-27,2025-04-18,First Class,CG-61101,Test-Customer-1,Corporate,United States,Houston,California,10001,South,PROD-11345,Technology,Storage,Product 1,494.93,9,0.0,-37.12,47,2025-04-30 19:54:42,stream
3,TEST-84525,2024-09-23,2025-04-04,Standard Class,CG-82671,Test-Customer-2,Consumer,United States,Houston,Arizona,85001,South,PROD-24750,Furniture,Storage,Product 2,404.77,3,0.4,12.97,47,2025-04-30 19:54:42,stream
4,TEST-49568,2024-10-08,2025-04-06,Second Class,CG-45603,Test-Customer-3,Home Office,United States,Houston,Arizona,10001,South,PROD-82649,Technology,Binders,Product 3,142.42,5,0.4,71.99,47,2025-04-30 19:54:42,stream
5,TEST-89271,2024-08-20,2025-04-04,Second Class,CG-73396,Test-Customer-4,Corporate,United States,Chicago,New York,77001,East,PROD-67185,Furniture,Tables,Product 4,380.48,6,0.0,79.26,47,2025-04-30 19:54:42,stream
6,TEST-87705,2024-05-09,2025-04-18,First Class,CG-81216,Test-Customer-5,Corporate,United States,New York,Illinois,10001,Central,PROD-76409,Office Supplies,Phones,Product 5,762.14,2,0.1,416.95,47,2025-04-30 19:54:42,stream
7,TEST-30573,2024-06-03,2025-04-02,Second Class,CG-41356,Test-Customer-6,Corporate,United States,New York,Texas,60601,East,PROD-36404,Furniture,Tables,Product 6,495.76,5,0.2,342.08,47,2025-04-30 19:54:42,stream
8,TEST-98114,2025-01-12,2025-04-27,First Class,CG-48650,Test-Customer-7,Corporate,United States,Phoenix,New York,85001,East,PROD-66086,Furniture,Phones,Product 7,412.13,4,0.0,65.91,47,2025-04-30 19:54:42,stream
9,TEST-41575,2024-11-02,2025-04-06,Standard Class,CG-71783,Test-Customer-8,Consumer,United States,New York,Texas,85001,Central,PROD-63385,Office Supplies,Chairs,Product 8,620.22,1,0.5,266.46,47,2025-04-30 19:54:42,stream
10,TEST-23786,2024-06-25,2025-04-17,Second Class,CG-19487,Test-Customer-9,Home Office,United States,Chicago,California,60601,Central,PROD-26721,Furniture,Chairs,Product 9,618.77,2,0.5,247.88,47,2025-04-30 19:54:42,stream
