Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-64786,2025-04-17,2025-04-16,Standard Class,CG-96096,Test-Customer-0,Corporate,United States,Houston,Illinois,77001,West,PROD-34432,Furniture,Storage,Product 0,61.89,1,0.2,483.04,64,2025-04-30 19:55:57,stream
2,TEST-62976,2024-07-20,2025-04-26,First Class,CG-88506,Test-Customer-1,Home Office,United States,Chicago,New York,60601,West,PROD-96161,Office Supplies,Tables,Product 1,359.48,1,0.3,-18.24,64,2025-04-30 19:55:57,stream
3,TEST-34344,2024-06-03,2025-04-05,Standard Class,CG-30018,Test-Customer-2,Consumer,United States,Houston,Texas,60601,South,PROD-31647,Technology,Tables,Product 2,188.67,4,0.2,432.12,64,2025-04-30 19:55:57,stream
4,TEST-26417,2024-08-18,2025-04-11,Same Day,CG-37057,Test-Customer-3,Home Office,United States,Houston,California,85001,East,PROD-78139,Furniture,Storage,Product 3,395.77,5,0.0,399.8,64,2025-04-30 19:55:57,stream
5,TEST-74936,2024-05-31,2025-04-14,Second Class,CG-84687,Test-Customer-4,Home Office,United States,New York,New York,77001,West,PROD-31518,Office Supplies,Storage,Product 4,712.77,9,0.5,129.42,64,2025-04-30 19:55:57,stream
6,TEST-42408,2025-01-20,2025-04-19,Same Day,CG-61216,Test-Customer-5,Consumer,United States,Houston,Illinois,60601,East,PROD-49118,Office Supplies,Tables,Product 5,997.47,2,0.4,425.93,64,2025-04-30 19:55:57,stream
7,TEST-91642,2024-08-10,2025-04-04,Second Class,CG-64188,Test-Customer-6,Consumer,United States,Phoenix,Texas,10001,East,PROD-88744,Office Supplies,Binders,Product 6,144.8,9,0.1,69.39,64,2025-04-30 19:55:57,stream
8,TEST-24420,2024-08-24,2025-04-03,Same Day,CG-18168,Test-Customer-7,Consumer,United States,Los Angeles,Texas,77001,Central,PROD-61252,Furniture,Tables,Product 7,128.52,8,0.0,375.5,64,2025-04-30 19:55:57,stream
9,TEST-91352,2024-08-14,2025-04-25,Same Day,CG-31555,Test-Customer-8,Consumer,United States,Phoenix,Illinois,85001,East,PROD-91717,Office Supplies,Storage,Product 8,410.07,7,0.0,138.07,64,2025-04-30 19:55:57,stream
10,TEST-48040,2025-03-08,2025-04-01,Second Class,CG-91231,Test-Customer-9,Consumer,United States,Phoenix,Illinois,77001,Central,PROD-13847,Furniture,Phones,Product 9,595.25,2,0.5,480.53,64,2025-04-30 19:55:57,stream
