Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-51200,2024-08-01,2025-04-12,Second Class,CG-70698,Test-Customer-0,Consumer,United States,Chicago,California,77001,South,PROD-27360,Furniture,Binders,Product 0,111.76,1,0.3,96.66,74,2025-04-30 19:56:57,stream
2,TEST-95278,2024-09-02,2025-04-30,Second Class,CG-87077,Test-Customer-1,Consumer,United States,Phoenix,New York,77001,Central,PROD-77640,Office Supplies,Storage,Product 1,149.58,7,0.5,163.21,74,2025-04-30 19:56:57,stream
3,TEST-66894,2024-10-23,2025-04-17,Standard Class,CG-87406,Test-Customer-2,Consumer,United States,Houston,California,90001,Central,PROD-70221,Office Supplies,Tables,Product 2,248.09,6,0.3,75.65,74,2025-04-30 19:56:57,stream
4,TEST-28839,2025-03-28,2025-04-03,First Class,CG-96277,Test-Customer-3,Corporate,United States,Phoenix,New York,90001,Central,PROD-20192,Technology,Tables,Product 3,380.84,8,0.2,294.13,74,2025-04-30 19:56:57,stream
5,TEST-12248,2024-11-04,2025-04-25,Same Day,CG-72596,Test-Customer-4,Corporate,United States,New York,Arizona,85001,Central,PROD-15291,Furniture,Binders,Product 4,661.83,3,0.3,377.27,74,2025-04-30 19:56:57,stream
6,TEST-57537,2024-12-15,2025-04-29,First Class,CG-38453,Test-Customer-5,Home Office,United States,New York,Texas,60601,West,PROD-48993,Technology,Chairs,Product 5,973.91,9,0.4,-84.89,74,2025-04-30 19:56:57,stream
7,TEST-49364,2024-05-20,2025-04-08,First Class,CG-18527,Test-Customer-6,Consumer,United States,Phoenix,Arizona,60601,Central,PROD-40118,Office Supplies,Binders,Product 6,33.72,3,0.3,-69.11,74,2025-04-30 19:56:57,stream
8,TEST-69337,2024-07-31,2025-04-17,Standard Class,CG-63035,Test-Customer-7,Consumer,United States,Houston,Arizona,77001,East,PROD-73123,Furniture,Phones,Product 7,647.24,7,0.5,294.01,74,2025-04-30 19:56:57,stream
9,TEST-52723,2025-04-05,2025-04-28,Same Day,CG-50044,Test-Customer-8,Corporate,United States,Los Angeles,Texas,77001,East,PROD-86525,Office Supplies,Storage,Product 8,104.29,1,0.0,59.52,74,2025-04-30 19:56:57,stream
10,TEST-58455,2025-02-15,2025-04-16,First Class,CG-96996,Test-Customer-9,Consumer,United States,New York,Texas,85001,East,PROD-77747,Office Supplies,Chairs,Product 9,894.05,1,0.2,-3.32,74,2025-04-30 19:56:57,stream
