Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-84194,2025-03-07,2025-04-17,Standard Class,CG-66401,Test-Customer-0,Consumer,United States,Chicago,New York,77001,East,PROD-49569,Furniture,Phones,Product 0,434.83,9,0.2,350.36,37,2025-04-30 19:53:42,stream
2,TEST-95399,2025-04-03,2025-04-26,Same Day,CG-41941,Test-Customer-1,Home Office,United States,Los Angeles,Arizona,60601,East,PROD-54917,Technology,Binders,Product 1,130.19,7,0.2,228.91,37,2025-04-30 19:53:42,stream
3,TEST-38020,2024-12-12,2025-04-13,First Class,CG-99340,Test-Customer-2,Corporate,United States,Houston,Illinois,60601,South,PROD-51057,Furniture,Chairs,Product 2,315.93,2,0.2,208.52,37,2025-04-30 19:53:42,stream
4,TEST-90499,2024-06-13,2025-04-27,Same Day,CG-10322,Test-Customer-3,Home Office,United States,Houston,New York,10001,Central,PROD-64726,Technology,Binders,Product 3,501.6,8,0.1,150.62,37,2025-04-30 19:53:42,stream
5,TEST-82135,2024-09-20,2025-04-07,Standard Class,CG-30390,Test-Customer-4,Home Office,United States,Phoenix,Arizona,90001,South,PROD-43430,Furniture,Chairs,Product 4,211.44,2,0.3,200.31,37,2025-04-30 19:53:42,stream
6,TEST-98929,2024-12-23,2025-04-14,Second Class,CG-66844,Test-Customer-5,Home Office,United States,Houston,Arizona,77001,Central,PROD-27057,Technology,Binders,Product 5,848.89,8,0.0,385.0,37,2025-04-30 19:53:42,stream
7,TEST-55324,2024-12-19,2025-04-11,Second Class,CG-67977,Test-Customer-6,Consumer,United States,New York,California,85001,East,PROD-22956,Furniture,Chairs,Product 6,110.96,4,0.5,326.51,37,2025-04-30 19:53:42,stream
8,TEST-53857,2024-06-28,2025-04-28,Same Day,CG-78423,Test-Customer-7,Corporate,United States,Chicago,California,10001,Central,PROD-47400,Technology,Chairs,Product 7,277.96,3,0.1,442.15,37,2025-04-30 19:53:42,stream
9,TEST-70876,2025-04-01,2025-04-06,Same Day,CG-64242,Test-Customer-8,Corporate,United States,Los Angeles,Arizona,77001,Central,PROD-89429,Technology,Phones,Product 8,120.51,4,0.1,345.58,37,2025-04-30 19:53:42,stream
10,TEST-29441,2024-12-14,2025-04-07,Second Class,CG-26653,Test-Customer-9,Corporate,United States,Chicago,Illinois,77001,South,PROD-18873,Technology,Binders,Product 9,821.14,4,0.2,112.94,37,2025-04-30 19:53:42,stream
