Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-75342,2024-12-08,2025-04-21,Second Class,CG-68179,Test-Customer-0,Consumer,United States,Chicago,Illinois,90001,South,PROD-38879,Technology,Storage,Product 0,269.13,7,0.0,298.74,19,2025-04-30 19:52:11,stream
2,TEST-21628,2024-08-20,2025-04-18,Same Day,CG-12237,Test-Customer-1,Home Office,United States,Phoenix,Texas,90001,South,PROD-68969,Office Supplies,Storage,Product 1,786.68,7,0.4,103.34,19,2025-04-30 19:52:11,stream
3,TEST-10734,2024-07-25,2025-04-15,Second Class,CG-89301,Test-Customer-2,Corporate,United States,Houston,New York,10001,East,PROD-51379,Technology,Phones,Product 2,432.82,2,0.2,78.49,19,2025-04-30 19:52:11,stream
4,TEST-15625,2024-05-20,2025-04-18,First Class,CG-14660,Test-Customer-3,Consumer,United States,Houston,Texas,60601,South,PROD-22229,Office Supplies,Chairs,Product 3,888.04,2,0.2,485.58,19,2025-04-30 19:52:11,stream
5,TEST-97655,2024-12-04,2025-04-20,Same Day,CG-11369,Test-Customer-4,Home Office,United States,Los Angeles,Texas,90001,East,PROD-98401,Office Supplies,Chairs,Product 4,187.98,8,0.2,40.62,19,2025-04-30 19:52:11,stream
6,TEST-44677,2024-10-10,2025-04-23,Second Class,CG-76972,Test-Customer-5,Corporate,United States,New York,Texas,90001,West,PROD-18777,Technology,Binders,Product 5,35.85,6,0.5,-89.0,19,2025-04-30 19:52:11,stream
7,TEST-61433,2024-11-13,2025-04-06,First Class,CG-45380,Test-Customer-6,Home Office,United States,Phoenix,New York,60601,East,PROD-22585,Technology,Chairs,Product 6,237.07,1,0.2,329.17,19,2025-04-30 19:52:11,stream
8,TEST-64212,2024-11-06,2025-04-09,First Class,CG-13202,Test-Customer-7,Consumer,United States,Chicago,Arizona,90001,West,PROD-94400,Office Supplies,Phones,Product 7,441.03,6,0.1,413.19,19,2025-04-30 19:52:11,stream
9,TEST-78804,2025-01-24,2025-04-16,Second Class,CG-65505,Test-Customer-8,Corporate,United States,Houston,Arizona,85001,Central,PROD-85564,Office Supplies,Binders,Product 8,843.08,9,0.3,268.83,19,2025-04-30 19:52:11,stream
10,TEST-36463,2024-09-26,2025-04-30,Same Day,CG-16891,Test-Customer-9,Consumer,United States,Chicago,California,85001,Central,PROD-85859,Technology,Phones,Product 9,664.66,2,0.5,328.99,19,2025-04-30 19:52:11,stream
