Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-42013,2024-08-02,2025-04-16,Second Class,CG-53971,Test-Customer-0,Home Office,United States,Los Angeles,New York,85001,Central,PROD-33092,Office Supplies,Tables,Product 0,661.72,4,0.1,390.7,15,2025-04-30 19:51:51,stream
2,TEST-97663,2025-03-13,2025-04-30,First Class,CG-53388,Test-Customer-1,Consumer,United States,Houston,New York,77001,South,PROD-79567,Technology,Phones,Product 1,904.3,5,0.4,133.83,15,2025-04-30 19:51:51,stream
3,TEST-59114,2025-03-19,2025-04-02,Standard Class,CG-52908,Test-Customer-2,Home Office,United States,New York,Arizona,10001,East,PROD-73827,Technology,Phones,Product 2,400.72,2,0.2,483.63,15,2025-04-30 19:51:51,stream
4,TEST-57199,2024-10-06,2025-04-13,Second Class,CG-41281,Test-Customer-3,Consumer,United States,Houston,Illinois,60601,Central,PROD-33284,Furniture,Binders,Product 3,99.75,5,0.5,349.63,15,2025-04-30 19:51:51,stream
5,TEST-12830,2025-03-20,2025-04-08,Standard Class,CG-19099,Test-Customer-4,Home Office,United States,Phoenix,Arizona,77001,Central,PROD-84650,Furniture,Tables,Product 4,884.06,2,0.3,487.86,15,2025-04-30 19:51:51,stream
6,TEST-67797,2025-04-27,2025-04-09,Standard Class,CG-96936,Test-Customer-5,Home Office,United States,Phoenix,Arizona,77001,West,PROD-21829,Technology,Binders,Product 5,981.62,5,0.3,245.42,15,2025-04-30 19:51:51,stream
7,TEST-19689,2024-06-05,2025-04-30,First Class,CG-38160,Test-Customer-6,Corporate,United States,Phoenix,Illinois,60601,Central,PROD-15010,Furniture,Tables,Product 6,401.22,1,0.3,160.42,15,2025-04-30 19:51:51,stream
8,TEST-40440,2024-05-29,2025-04-17,Standard Class,CG-64823,Test-Customer-7,Consumer,United States,Chicago,Arizona,77001,East,PROD-24836,Technology,Chairs,Product 7,136.76,4,0.5,104.78,15,2025-04-30 19:51:51,stream
9,TEST-57761,2024-09-28,2025-04-19,Second Class,CG-71118,Test-Customer-8,Home Office,United States,Houston,New York,10001,Central,PROD-43887,Furniture,Chairs,Product 8,647.76,9,0.2,-53.14,15,2025-04-30 19:51:51,stream
10,TEST-65784,2024-05-25,2025-04-14,Same Day,CG-89042,Test-Customer-9,Consumer,United States,Chicago,Texas,85001,West,PROD-19240,Furniture,Storage,Product 9,708.82,2,0.5,359.48,15,2025-04-30 19:51:51,stream
