Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-21146,2024-11-19,2025-04-25,First Class,CG-95113,Test-Customer-0,Home Office,United States,Los Angeles,Texas,60601,South,PROD-35134,Technology,Binders,Product 0,163.19,5,0.5,404.55,20,2025-04-30 19:52:26,stream
2,TEST-17849,2024-12-31,2025-04-10,Same Day,CG-50443,Test-Customer-1,Home Office,United States,Los Angeles,California,10001,South,PROD-79698,Furniture,Phones,Product 1,48.66,2,0.2,100.95,20,2025-04-30 19:52:26,stream
3,TEST-93004,2024-11-11,2025-04-11,First Class,CG-48426,Test-Customer-2,Home Office,United States,Los Angeles,New York,60601,Central,PROD-52056,Technology,Storage,Product 2,222.47,4,0.0,457.11,20,2025-04-30 19:52:26,stream
4,TEST-33277,2024-06-03,2025-04-15,Same Day,CG-98364,Test-Customer-3,Corporate,United States,Chicago,California,60601,South,PROD-81085,Technology,Storage,Product 3,40.04,7,0.0,88.58,20,2025-04-30 19:52:26,stream
5,TEST-33511,2024-06-24,2025-04-23,First Class,CG-45808,Test-Customer-4,Corporate,United States,New York,Arizona,60601,South,PROD-98393,Office Supplies,Binders,Product 4,975.59,3,0.3,483.58,20,2025-04-30 19:52:26,stream
6,TEST-81597,2024-09-14,2025-04-11,Second Class,CG-61298,Test-Customer-5,Corporate,United States,New York,Texas,90001,West,PROD-95153,Technology,Storage,Product 5,756.15,6,0.3,471.89,20,2025-04-30 19:52:26,stream
7,TEST-19346,2024-05-14,2025-04-29,Second Class,CG-58426,Test-Customer-6,Corporate,United States,Los Angeles,New York,77001,Central,PROD-64926,Furniture,Chairs,Product 6,685.51,9,0.5,266.5,20,2025-04-30 19:52:26,stream
8,TEST-12103,2024-10-31,2025-04-21,Second Class,CG-87430,Test-Customer-7,Home Office,United States,Los Angeles,California,10001,East,PROD-51677,Furniture,Tables,Product 7,240.25,6,0.3,333.63,20,2025-04-30 19:52:26,stream
9,TEST-64692,2024-10-31,2025-04-01,Standard Class,CG-84542,Test-Customer-8,Consumer,United States,Los Angeles,New York,85001,South,PROD-19985,Technology,Storage,Product 8,223.56,9,0.3,122.61,20,2025-04-30 19:52:26,stream
10,TEST-61994,2025-04-18,2025-04-28,First Class,CG-18879,Test-Customer-9,Corporate,United States,Chicago,New York,90001,Central,PROD-57896,Office Supplies,Phones,Product 9,388.5,6,0.2,159.32,20,2025-04-30 19:52:26,stream
