Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-37815,2024-06-16,2025-04-04,Second Class,CG-43121,Test-Customer-0,Consumer,United States,Houston,Arizona,77001,Central,PROD-12957,Office Supplies,Chairs,Product 0,41.18,8,0.1,351.03,6,2025-04-30 19:51:16,stream
2,TEST-87239,2025-01-07,2025-04-30,Standard Class,CG-63581,Test-Customer-1,Home Office,United States,Houston,California,90001,East,PROD-94013,Technology,Chairs,Product 1,504.64,1,0.0,112.33,6,2025-04-30 19:51:16,stream
3,TEST-18946,2024-12-13,2025-04-11,First Class,CG-96657,Test-Customer-2,Consumer,United States,New York,Illinois,10001,Central,PROD-81931,Office Supplies,Binders,Product 2,654.68,9,0.4,258.3,6,2025-04-30 19:51:16,stream
4,TEST-21465,2025-03-19,2025-04-27,First Class,CG-54641,Test-Customer-3,Corporate,United States,Houston,California,60601,East,PROD-64178,Furniture,Tables,Product 3,88.98,5,0.2,302.55,6,2025-04-30 19:51:16,stream
5,TEST-67017,2024-09-12,2025-04-14,Standard Class,CG-34795,Test-Customer-4,Home Office,United States,Phoenix,Illinois,90001,East,PROD-31052,Technology,Phones,Product 4,498.54,3,0.4,130.6,6,2025-04-30 19:51:16,stream
6,TEST-59656,2024-07-14,2025-04-30,First Class,CG-61641,Test-Customer-5,Consumer,United States,Chicago,Illinois,10001,South,PROD-84501,Technology,Storage,Product 5,607.57,5,0.0,488.59,6,2025-04-30 19:51:16,stream
7,TEST-11436,2024-07-13,2025-04-23,Same Day,CG-39055,Test-Customer-6,Consumer,United States,Phoenix,Texas,60601,West,PROD-46964,Technology,Chairs,Product 6,717.39,7,0.4,336.41,6,2025-04-30 19:51:16,stream
8,TEST-86913,2024-09-24,2025-04-15,Second Class,CG-64869,Test-Customer-7,Consumer,United States,Chicago,New York,10001,East,PROD-12267,Technology,Binders,Product 7,399.7,3,0.2,392.57,6,2025-04-30 19:51:16,stream
9,TEST-25397,2025-03-24,2025-04-21,First Class,CG-17659,Test-Customer-8,Home Office,United States,Houston,California,85001,West,PROD-62882,Office Supplies,Tables,Product 8,353.18,9,0.1,-78.91,6,2025-04-30 19:51:16,stream
10,TEST-46708,2025-01-13,2025-04-15,First Class,CG-74492,Test-Customer-9,Home Office,United States,Chicago,Illinois,60601,Central,PROD-21763,Office Supplies,Chairs,Product 9,621.58,6,0.2,341.79,6,2025-04-30 19:51:16,stream
