Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-96812,2024-07-13,2025-04-19,Standard Class,CG-90654,Test-Customer-0,Consumer,United States,Houston,New York,90001,Central,PROD-30159,Office Supplies,Phones,Product 0,719.31,1,0.2,374.33,50,2025-04-30 19:54:57,stream
2,TEST-72958,2024-11-26,2025-04-04,Second Class,CG-61480,Test-Customer-1,Home Office,United States,Houston,Texas,60601,South,PROD-81394,Technology,Phones,Product 1,857.04,5,0.3,22.18,50,2025-04-30 19:54:57,stream
3,TEST-54518,2025-01-13,2025-04-21,First Class,CG-50517,Test-Customer-2,Corporate,United States,Phoenix,California,77001,West,PROD-84668,Technology,Binders,Product 2,395.57,4,0.1,303.9,50,2025-04-30 19:54:57,stream
4,TEST-27740,2025-02-25,2025-04-03,First Class,CG-88628,Test-Customer-3,Corporate,United States,New York,Texas,90001,West,PROD-65211,Furniture,Tables,Product 3,185.78,5,0.3,113.48,50,2025-04-30 19:54:57,stream
5,TEST-25562,2025-02-14,2025-04-22,Standard Class,CG-13027,Test-Customer-4,Home Office,United States,Los Angeles,New York,60601,West,PROD-88881,Furniture,Storage,Product 4,112.55,6,0.5,315.17,50,2025-04-30 19:54:57,stream
6,TEST-26985,2024-07-22,2025-04-13,Second Class,CG-30929,Test-Customer-5,Corporate,United States,Houston,Arizona,77001,South,PROD-86592,Furniture,Storage,Product 5,89.02,6,0.5,-50.65,50,2025-04-30 19:54:57,stream
7,TEST-37523,2024-09-29,2025-04-19,Standard Class,CG-86411,Test-Customer-6,Corporate,United States,Los Angeles,Texas,85001,South,PROD-46078,Furniture,Phones,Product 6,226.37,9,0.0,215.38,50,2025-04-30 19:54:57,stream
8,TEST-86654,2025-02-13,2025-04-08,Same Day,CG-81746,Test-Customer-7,Consumer,United States,Los Angeles,California,10001,South,PROD-39821,Technology,Storage,Product 7,238.45,2,0.3,-53.61,50,2025-04-30 19:54:57,stream
9,TEST-88316,2024-09-24,2025-04-15,Second Class,CG-80957,Test-Customer-8,Consumer,United States,Chicago,Illinois,90001,East,PROD-94357,Office Supplies,Binders,Product 8,774.11,4,0.3,42.4,50,2025-04-30 19:54:57,stream
10,TEST-32869,2025-04-07,2025-04-06,Standard Class,CG-57770,Test-Customer-9,Consumer,United States,New York,New York,77001,West,PROD-94127,Furniture,Chairs,Product 9,77.08,2,0.3,0.15,50,2025-04-30 19:54:57,stream
