Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-63111,2025-02-11,2025-04-23,Same Day,CG-65825,Test-Customer-0,Corporate,United States,Los Angeles,New York,10001,Central,PROD-49563,Technology,Binders,Product 0,784.77,3,0.4,207.18,44,2025-04-30 19:54:17,stream
2,TEST-19461,2024-08-29,2025-04-04,First Class,CG-12304,Test-Customer-1,Consumer,United States,Houston,California,90001,East,PROD-49240,Office Supplies,Tables,Product 1,741.39,5,0.2,85.58,44,2025-04-30 19:54:17,stream
3,TEST-88909,2025-04-02,2025-04-08,Same Day,CG-49201,Test-Customer-2,Consumer,United States,Houston,Illinois,60601,Central,PROD-28268,Office Supplies,Chairs,Product 2,774.97,7,0.3,-96.61,44,2025-04-30 19:54:17,stream
4,TEST-11689,2024-10-19,2025-04-10,Standard Class,CG-52839,Test-Customer-3,Home Office,United States,Houston,Illinois,77001,East,PROD-45918,Furniture,Storage,Product 3,639.21,3,0.4,478.26,44,2025-04-30 19:54:17,stream
5,TEST-85958,2024-12-13,2025-04-06,Second Class,CG-77888,Test-Customer-4,Corporate,United States,Los Angeles,New York,60601,South,PROD-74906,Technology,Storage,Product 4,505.45,8,0.5,-61.24,44,2025-04-30 19:54:17,stream
6,TEST-33041,2025-04-23,2025-04-26,Same Day,CG-81784,Test-Customer-5,Corporate,United States,Los Angeles,Illinois,77001,East,PROD-99786,Furniture,Chairs,Product 5,372.63,3,0.0,465.98,44,2025-04-30 19:54:17,stream
7,TEST-86915,2024-07-11,2025-04-10,Same Day,CG-73748,Test-Customer-6,Corporate,United States,Houston,Illinois,10001,East,PROD-49327,Furniture,Phones,Product 6,417.98,7,0.5,248.73,44,2025-04-30 19:54:17,stream
8,TEST-59572,2024-09-22,2025-04-24,Second Class,CG-57829,Test-Customer-7,Corporate,United States,Chicago,New York,77001,Central,PROD-65643,Technology,Tables,Product 7,89.87,5,0.3,66.25,44,2025-04-30 19:54:17,stream
9,TEST-78432,2024-05-03,2025-04-04,Second Class,CG-10813,Test-Customer-8,Consumer,United States,New York,Arizona,85001,Central,PROD-24747,Office Supplies,Storage,Product 8,290.94,8,0.3,103.96,44,2025-04-30 19:54:17,stream
10,TEST-61679,2024-08-17,2025-04-26,Same Day,CG-12179,Test-Customer-9,Consumer,United States,Houston,California,90001,West,PROD-83098,Furniture,Binders,Product 9,177.38,1,0.3,132.5,44,2025-04-30 19:54:17,stream
