Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-85564,2025-03-22,2025-04-30,Second Class,CG-37406,Test-Customer-0,Consumer,United States,Chicago,Texas,90001,West,PROD-60468,Technology,Binders,Product 0,961.19,8,0.5,42.89,74,2025-04-30 19:56:47,stream
2,TEST-35131,2024-11-26,2025-04-19,Standard Class,CG-37636,Test-Customer-1,Corporate,United States,New York,Arizona,77001,West,PROD-47645,Office Supplies,Binders,Product 1,799.11,2,0.3,358.77,74,2025-04-30 19:56:47,stream
3,TEST-14798,2024-10-24,2025-04-13,Second Class,CG-53765,Test-Customer-2,Consumer,United States,Chicago,New York,77001,East,PROD-84197,Office Supplies,Tables,Product 2,869.48,3,0.5,43.78,74,2025-04-30 19:56:47,stream
4,TEST-74042,2024-12-07,2025-04-13,Second Class,CG-46138,Test-Customer-3,Corporate,United States,Chicago,California,85001,South,PROD-26203,Technology,Binders,Product 3,705.7,2,0.1,147.8,74,2025-04-30 19:56:47,stream
5,TEST-43491,2025-04-08,2025-04-16,First Class,CG-80565,Test-Customer-4,Consumer,United States,Los Angeles,Illinois,10001,West,PROD-37163,Technology,Storage,Product 4,811.41,7,0.1,91.72,74,2025-04-30 19:56:47,stream
6,TEST-94986,2024-05-09,2025-04-12,Standard Class,CG-30658,Test-Customer-5,Corporate,United States,Los Angeles,New York,85001,West,PROD-92690,Technology,Binders,Product 5,146.57,1,0.3,305.67,74,2025-04-30 19:56:47,stream
7,TEST-47972,2024-10-29,2025-04-26,Second Class,CG-36875,Test-Customer-6,Corporate,United States,Houston,Texas,85001,Central,PROD-78800,Office Supplies,Binders,Product 6,263.4,6,0.1,162.02,74,2025-04-30 19:56:47,stream
8,TEST-75050,2025-01-17,2025-04-24,Second Class,CG-66232,Test-Customer-7,Home Office,United States,Chicago,California,10001,West,PROD-95062,Furniture,Phones,Product 7,368.48,1,0.5,414.25,74,2025-04-30 19:56:47,stream
9,TEST-62823,2024-06-23,2025-04-21,Standard Class,CG-93111,Test-Customer-8,Consumer,United States,Chicago,New York,60601,Central,PROD-54331,Furniture,Chairs,Product 8,267.14,5,0.3,-61.49,74,2025-04-30 19:56:47,stream
10,TEST-64781,2024-10-04,2025-04-30,Same Day,CG-28427,Test-Customer-9,Home Office,United States,New York,New York,90001,West,PROD-53224,Furniture,Tables,Product 9,324.71,3,0.1,-56.09,74,2025-04-30 19:56:47,stream
