Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-47379,2025-01-13,2025-04-30,Second Class,CG-81239,Test-Customer-0,Home Office,United States,Chicago,Texas,77001,Central,PROD-42081,Furniture,Storage,Product 0,229.81,4,0.4,400.29,56,2025-04-30 19:55:27,stream
2,TEST-65708,2025-02-10,2025-04-23,First Class,CG-86280,Test-Customer-1,Consumer,United States,Chicago,Illinois,60601,Central,PROD-78089,Office Supplies,Tables,Product 1,370.38,2,0.2,247.09,56,2025-04-30 19:55:27,stream
3,TEST-49131,2024-05-30,2025-04-01,Same Day,CG-63769,Test-Customer-2,Corporate,United States,Chicago,California,10001,South,PROD-76389,Office Supplies,Tables,Product 2,647.25,6,0.1,-83.6,56,2025-04-30 19:55:27,stream
4,TEST-21215,2024-09-30,2025-04-25,Standard Class,CG-93992,Test-Customer-3,Corporate,United States,New York,California,77001,East,PROD-55768,Technology,Binders,Product 3,277.1,4,0.4,-45.36,56,2025-04-30 19:55:27,stream
5,TEST-58364,2024-11-20,2025-04-03,Second Class,CG-75161,Test-Customer-4,Home Office,United States,New York,Texas,77001,West,PROD-18757,Office Supplies,Chairs,Product 4,138.34,1,0.3,376.24,56,2025-04-30 19:55:27,stream
6,TEST-55983,2024-12-20,2025-04-17,Standard Class,CG-75729,Test-Customer-5,Consumer,United States,Los Angeles,New York,77001,West,PROD-57630,Furniture,Phones,Product 5,669.08,1,0.4,265.81,56,2025-04-30 19:55:27,stream
7,TEST-30176,2024-05-13,2025-04-25,Same Day,CG-72219,Test-Customer-6,Corporate,United States,Los Angeles,Arizona,60601,East,PROD-87138,Furniture,Tables,Product 6,161.33,1,0.5,-96.43,56,2025-04-30 19:55:27,stream
8,TEST-70490,2025-01-03,2025-04-07,First Class,CG-92310,Test-Customer-7,Corporate,United States,Los Angeles,Texas,10001,West,PROD-10109,Technology,Chairs,Product 7,807.85,8,0.1,-69.52,56,2025-04-30 19:55:27,stream
9,TEST-95393,2024-10-07,2025-04-01,Same Day,CG-90099,Test-Customer-8,Home Office,United States,Los Angeles,California,90001,South,PROD-29208,Furniture,Phones,Product 8,330.15,2,0.2,120.83,56,2025-04-30 19:55:27,stream
10,TEST-86990,2025-01-16,2025-04-21,Second Class,CG-45681,Test-Customer-9,Corporate,United States,Chicago,Texas,10001,South,PROD-73992,Office Supplies,Storage,Product 9,599.87,9,0.1,319.21,56,2025-04-30 19:55:27,stream
