Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-88028,2025-04-01,2025-04-08,Standard Class,CG-98249,Test-Customer-0,Home Office,United States,Houston,Texas,85001,West,PROD-51286,Technology,Storage,Product 0,803.49,1,0.0,188.3,17,2025-04-30 19:52:01,stream
2,TEST-64396,2025-04-17,2025-04-25,First Class,CG-54119,Test-Customer-1,Corporate,United States,Los Angeles,Illinois,85001,South,PROD-28052,Furniture,Binders,Product 1,498.51,6,0.1,0.3,17,2025-04-30 19:52:01,stream
3,TEST-56202,2025-04-28,2025-04-13,First Class,CG-78722,Test-Customer-2,Corporate,United States,Los Angeles,Illinois,10001,East,PROD-39295,Furniture,Binders,Product 2,519.25,2,0.4,185.8,17,2025-04-30 19:52:01,stream
4,TEST-55875,2024-07-28,2025-04-09,Same Day,CG-24371,Test-Customer-3,Corporate,United States,New York,Arizona,90001,West,PROD-86246,Furniture,Tables,Product 3,746.44,2,0.4,317.86,17,2025-04-30 19:52:01,stream
5,TEST-46065,2024-07-04,2025-04-13,Standard Class,CG-98488,Test-Customer-4,Corporate,United States,Phoenix,Texas,10001,Central,PROD-44692,Technology,Storage,Product 4,457.07,9,0.4,452.4,17,2025-04-30 19:52:01,stream
6,TEST-87852,2025-03-06,2025-04-14,Second Class,CG-22148,Test-Customer-5,Consumer,United States,New York,New York,90001,East,PROD-32690,Technology,Storage,Product 5,522.7,9,0.3,399.79,17,2025-04-30 19:52:01,stream
7,TEST-36161,2024-10-31,2025-04-14,First Class,CG-76350,Test-Customer-6,Home Office,United States,Los Angeles,Illinois,60601,West,PROD-42464,Office Supplies,Chairs,Product 6,244.56,9,0.3,131.59,17,2025-04-30 19:52:01,stream
8,TEST-81626,2024-05-20,2025-04-11,Standard Class,CG-96033,Test-Customer-7,Home Office,United States,Los Angeles,California,60601,East,PROD-27108,Technology,Chairs,Product 7,440.44,9,0.1,73.38,17,2025-04-30 19:52:01,stream
9,TEST-51329,2024-07-12,2025-04-13,Same Day,CG-73617,Test-Customer-8,Corporate,United States,Los Angeles,Texas,60601,Central,PROD-61631,Office Supplies,Tables,Product 8,936.93,5,0.3,451.58,17,2025-04-30 19:52:01,stream
10,TEST-58668,2024-11-24,2025-04-09,First Class,CG-73385,Test-Customer-9,Consumer,United States,Los Angeles,Illinois,90001,South,PROD-19262,Office Supplies,Binders,Product 9,697.32,4,0.3,496.28,17,2025-04-30 19:52:01,stream
