Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-74341,2024-07-31,2025-04-28,Standard Class,CG-87679,Test-Customer-0,Corporate,United States,Chicago,California,90001,South,PROD-40033,Technology,Phones,Product 0,173.47,9,0.4,439.5,49,2025-04-30 19:54:42,stream
2,TEST-69643,2024-10-01,2025-04-24,First Class,CG-90097,Test-Customer-1,Home Office,United States,Los Angeles,New York,60601,West,PROD-61128,Office Supplies,Chairs,Product 1,472.48,6,0.5,201.4,49,2025-04-30 19:54:42,stream
3,TEST-36093,2024-06-03,2025-04-01,Same Day,CG-98731,Test-Customer-2,Consumer,United States,Chicago,New York,60601,West,PROD-70229,Technology,Phones,Product 2,289.0,2,0.2,70.55,49,2025-04-30 19:54:42,stream
4,TEST-23727,2024-09-12,2025-04-02,Same Day,CG-58865,Test-Customer-3,Home Office,United States,New York,Illinois,90001,West,PROD-56096,Technology,Tables,Product 3,534.71,8,0.4,400.47,49,2025-04-30 19:54:42,stream
5,TEST-12149,2024-11-19,2025-04-29,Second Class,CG-13303,Test-Customer-4,Home Office,United States,Chicago,New York,60601,East,PROD-48220,Technology,Phones,Product 4,755.04,4,0.4,32.13,49,2025-04-30 19:54:42,stream
6,TEST-20260,2025-01-02,2025-04-26,First Class,CG-65243,Test-Customer-5,Corporate,United States,Phoenix,California,90001,Central,PROD-69210,Technology,Binders,Product 5,91.63,3,0.0,102.64,49,2025-04-30 19:54:42,stream
7,TEST-77106,2024-08-16,2025-04-20,Second Class,CG-82291,Test-Customer-6,Home Office,United States,Houston,Arizona,77001,West,PROD-62503,Office Supplies,Binders,Product 6,914.4,5,0.3,215.26,49,2025-04-30 19:54:42,stream
8,TEST-48316,2025-03-22,2025-04-21,Same Day,CG-74674,Test-Customer-7,Corporate,United States,Houston,California,90001,West,PROD-83970,Technology,Chairs,Product 7,634.2,2,0.2,-38.0,49,2025-04-30 19:54:42,stream
9,TEST-29430,2024-07-30,2025-04-29,Same Day,CG-66873,Test-Customer-8,Consumer,United States,Los Angeles,Arizona,10001,West,PROD-73318,Technology,Binders,Product 8,572.58,5,0.5,118.27,49,2025-04-30 19:54:42,stream
10,TEST-64834,2024-12-03,2025-04-20,Standard Class,CG-66491,Test-Customer-9,Corporate,United States,Houston,Illinois,85001,West,PROD-44851,Office Supplies,Phones,Product 9,224.41,1,0.2,-38.44,49,2025-04-30 19:54:42,stream
