Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-69908,2025-02-22,2025-04-04,First Class,CG-13806,Test-Customer-0,Home Office,United States,Houston,Illinois,90001,Central,PROD-80053,Technology,Phones,Product 0,436.0,5,0.2,311.17,25,2025-04-30 19:52:52,stream
2,TEST-70447,2024-08-20,2025-04-13,First Class,CG-16249,Test-Customer-1,Consumer,United States,Houston,Arizona,10001,South,PROD-99199,Furniture,Binders,Product 1,740.37,7,0.5,268.92,25,2025-04-30 19:52:52,stream
3,TEST-37668,2025-03-16,2025-04-06,Standard Class,CG-13160,Test-Customer-2,Home Office,United States,Phoenix,Illinois,10001,West,PROD-56019,Technology,Tables,Product 2,349.25,2,0.3,-85.75,25,2025-04-30 19:52:52,stream
4,TEST-48211,2024-05-30,2025-04-21,Standard Class,CG-53766,Test-Customer-3,Corporate,United States,Phoenix,California,60601,Central,PROD-51508,Office Supplies,Tables,Product 3,344.67,4,0.4,89.0,25,2025-04-30 19:52:52,stream
5,TEST-74454,2025-02-21,2025-04-06,Standard Class,CG-29639,Test-Customer-4,Home Office,United States,Houston,Texas,10001,Central,PROD-70874,Technology,Tables,Product 4,269.53,6,0.5,-12.73,25,2025-04-30 19:52:52,stream
6,TEST-29027,2024-06-22,2025-04-03,First Class,CG-29738,Test-Customer-5,Consumer,United States,Phoenix,Illinois,10001,South,PROD-24135,Furniture,Binders,Product 5,637.02,7,0.5,-27.14,25,2025-04-30 19:52:52,stream
7,TEST-49810,2024-06-30,2025-04-12,First Class,CG-39299,Test-Customer-6,Corporate,United States,New York,Texas,10001,South,PROD-12811,Furniture,Phones,Product 6,216.35,7,0.2,279.63,25,2025-04-30 19:52:52,stream
8,TEST-73888,2025-04-26,2025-04-19,Second Class,CG-11661,Test-Customer-7,Home Office,United States,Chicago,California,90001,Central,PROD-43935,Office Supplies,Tables,Product 7,601.53,4,0.4,449.65,25,2025-04-30 19:52:52,stream
9,TEST-49613,2024-12-25,2025-04-25,Standard Class,CG-55873,Test-Customer-8,Home Office,United States,Phoenix,Illinois,77001,West,PROD-58129,Office Supplies,Binders,Product 8,978.68,9,0.2,135.97,25,2025-04-30 19:52:52,stream
10,TEST-59304,2024-06-13,2025-04-05,Second Class,CG-61170,Test-Customer-9,Home Office,United States,Phoenix,California,90001,South,PROD-41013,Furniture,Binders,Product 9,213.9,8,0.5,137.09,25,2025-04-30 19:52:52,stream
