Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Batch,Timestamp,Source
1,TEST-36823,2024-05-10,2025-04-02,Standard Class,CG-52488,Test-Customer-0,Corporate,United States,New York,Illinois,90001,South,PROD-93668,Furniture,Chairs,Product 0,733.46,1,0.1,-28.71,41,2025-04-30 19:54:12,stream
2,TEST-52896,2024-09-27,2025-04-25,Same Day,CG-63857,Test-Customer-1,Consumer,United States,Chicago,Illinois,60601,Central,PROD-19180,Technology,Binders,Product 1,541.09,9,0.5,-41.53,41,2025-04-30 19:54:12,stream
3,TEST-70000,2025-02-11,2025-04-30,Standard Class,CG-10986,Test-Customer-2,Home Office,United States,Chicago,Arizona,77001,West,PROD-52568,Technology,Phones,Product 2,111.6,6,0.4,382.46,41,2025-04-30 19:54:12,stream
4,TEST-74914,2024-10-04,2025-04-04,Same Day,CG-80815,Test-Customer-3,Corporate,United States,Los Angeles,Texas,77001,West,PROD-35243,Furniture,Tables,Product 3,43.38,6,0.4,-68.11,41,2025-04-30 19:54:12,stream
5,TEST-75683,2025-02-24,2025-04-10,Same Day,CG-52530,Test-Customer-4,Consumer,United States,New York,New York,85001,Central,PROD-22558,Office Supplies,Phones,Product 4,714.46,8,0.3,426.22,41,2025-04-30 19:54:12,stream
6,TEST-59058,2024-10-30,2025-04-22,Standard Class,CG-78136,Test-Customer-5,Home Office,United States,Phoenix,Illinois,60601,Central,PROD-11171,Furniture,Binders,Product 5,580.86,8,0.3,137.57,41,2025-04-30 19:54:12,stream
7,TEST-86138,2024-05-22,2025-04-24,Standard Class,CG-96962,Test-Customer-6,Home Office,United States,Los Angeles,Arizona,10001,East,PROD-67475,Furniture,Binders,Product 6,932.61,4,0.3,138.63,41,2025-04-30 19:54:12,stream
8,TEST-31341,2024-09-21,2025-04-27,Second Class,CG-60695,Test-Customer-7,Home Office,United States,Los Angeles,California,77001,Central,PROD-79545,Furniture,Chairs,Product 7,874.91,5,0.3,-98.59,41,2025-04-30 19:54:12,stream
9,TEST-19872,2024-11-28,2025-04-28,Standard Class,CG-43203,Test-Customer-8,Consumer,United States,New York,California,10001,West,PROD-78581,Furniture,Binders,Product 8,979.57,6,0.2,458.93,41,2025-04-30 19:54:12,stream
10,TEST-19901,2025-03-11,2025-04-24,Second Class,CG-61982,Test-Customer-9,Corporate,United States,Los Angeles,Illinois,77001,Central,PROD-45531,Office Supplies,Tables,Product 9,483.49,9,0.1,272.32,41,2025-04-30 19:54:12,stream
